tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
1.017500000000e+01,5.396108623930e-04,0.000000000000e+00,-2.193764200608e+00,1.603028854453e-08,1.570879067870e-09,1.570879067870e-09,-3.482528902573e-10,0.000000000000e+00,1.716171618412e-08
1.020000000000e+01,5.409366876077e-04,0.000000000000e+00,-1.979691757085e+00,1.446601694316e-08,5.953796209235e-09,5.953796209235e-09,-3.482337108472e-10,0.000000000000e+00,1.830133986610e-08
1.022500000000e+01,5.422625128224e-04,0.000000000000e+00,-1.772859783972e+00,1.295465295594e-08,1.049004973846e-08,1.049004973846e-08,-3.482165352417e-10,0.000000000000e+00,1.945669277097e-08
1.025000000000e+01,5.435883380372e-04,0.000000000000e+00,-1.574780780058e+00,1.150724872423e-08,1.512988055236e-08,1.512988055236e-08,-3.482012786412e-10,0.000000000000e+00,2.074741691757e-08
1.027500000000e+01,5.449141632519e-04,0.000000000000e+00,-1.386691166982e+00,1.013283903653e-08,1.981996521873e-08,1.981996521873e-08,-3.481878442677e-10,0.000000000000e+00,2.239592242571e-08
1.030000000000e+01,5.462399884666e-04,0.000000000000e+00,-1.209545613058e+00,8.838399851594e-09,2.450447337942e-08,2.450447337942e-08,-3.481761260943e-10,0.000000000000e+00,2.490744019336e-08
1.032500000000e+01,5.475658136813e-04,0.000000000000e+00,-1.044016852957e+00,7.628846980731e-09,2.912615889396e-08,2.912615889396e-08,-3.481660115766e-10,0.000000000000e+00,2.912615889396e-08
1.035000000000e+01,5.488916388961e-04,0.000000000000e+00,-8.905008180572e-01,6.507073576384e-09,3.362746304062e-08,3.362746304062e-08,-3.481573843344e-10,0.000000000000e+00,3.362746304062e-08
1.037500000000e+01,5.502174641108e-04,0.000000000000e+00,-7.491267948543e-01,5.474024361698e-09,3.795160831223e-08,3.795160831223e-08,-3.481501267349e-10,0.000000000000e+00,3.795160831223e-08
1.040000000000e+01,5.515432893255e-04,0.000000000000e+00,-6.197722399744e-01,4.528803886909e-09,4.204366196090e-08,4.204366196090e-08,-3.481441223325e-10,0.000000000000e+00,4.204366196090e-08
1.042500000000e+01,5.528691145402e-04,0.000000000000e+00,-5.020818017366e-01,3.668815523821e-09,4.585154944124e-08,4.585154944124e-08,-3.481392581244e-10,0.000000000000e+00,4.585154944124e-08
1.045000000000e+01,5.541949397550e-04,0.000000000000e+00,-3.954900309564e-01,2.889927418342e-09,4.932699925194e-08,4.932699925194e-08,-3.481354265857e-10,0.000000000000e+00,4.932699925194e-08
1.047500000000e+01,5.555207649697e-04,0.000000000000e+00,-2.992472088208e-01,2.186661220113e-09,5.242640235071e-08,5.242640235071e-08,-3.481325274551e-10,0.000000000000e+00,5.242640235071e-08
